ts_code,end_date,current_eps,predicted_eps,predicted_eps_growth,predicted_rev_growth,n_analysts,eps_dispersion
300636.SZ,20250930,0.1992,0.1263,-0.3662,0.1099,6,0.001
601236.SH,20250930,0.18,0.3781,1.1004,0.0677,1,0.0045
600708.SH,20250930,-0.3108,-0.1783,-0.4264,-0.0119,6,0.009
000582.SZ,20250930,0.34,0.555,0.6324,0.124,1,0.0018
002211.SZ,20250930,-0.0246,-0.0105,-0.5745,0.4872,17,0.0001
000504.SZ,20250930,0.0159,0.0258,0.6232,-0.1078,1,0.0003
600583.SH,20250930,0.36,0.3577,-0.0063,-0.1541,4,0.006
000752.SZ,20250930,0.5494,1.1071,1.015,0.0869,8,0.0067
000099.SZ,20250930,0.3154,0.6336,1.0089,0.069,3,0.0643
600810.SH,20250930,-0.03,-0.0144,-0.5212,-0.0796,3,0.0002
000554.SZ,20250930,0.2354,0.4731,1.0098,-0.0248,7,0.0294
688788.SH,20250930,-1.2058,-0.4787,-0.603,0.1708,30,0.013
300676.SZ,20250930,-0.0514,-0.0219,-0.5742,-0.0555,5,0.0014
300281.SZ,20250930,0.021,0.0132,-0.3735,-0.1328,5,0.0005
300311.SZ,20250930,-0.1143,-0.0667,-0.4165,-0.2222,7,0.001
002427.SZ,20250930,0.0197,0.0103,-0.4755,0.0033,4,0.0013
688177.SH,20250930,-0.54,-0.2877,-0.4672,0.1507,3,0.0313
603014.SH,20250930,0.85,1.7239,1.0282,0.0232,5,0.0682
688290.SH,20250930,-0.14,-0.0684,-0.5114,-0.0619,9,0.0027
601121.SH,20250930,0.14,0.1043,-0.2548,0.2352,4,0.003
600560.SH,20250930,0.17,0.33,0.941,-0.1899,12,0.0421
300094.SZ,20250930,-0.71,-0.3195,-0.55,-0.1679,3,0.0221
600259.SH,20250930,0.38,0.2026,-0.4668,-0.4378,4,0.0004
002706.SZ,20250930,0.29,0.386,0.331,0.0975,4,0.0015
600936.SH,20250930,-0.21,-0.1291,-0.3851,0.3986,5,0.0094
001280.SZ,20250930,0.66,0.6085,-0.078,0.2118,1,0.0062
688772.SH,20250930,0.35,0.6883,0.9666,0.2789,1,0.0098
301010.SZ,20250930,0.0941,0.1786,0.8978,-0.1608,7,0.0007
002860.SZ,20250930,0.52,0.9665,0.8587,0.2011,2,0.0701
002627.SZ,20250930,0.1185,0.2359,0.9908,0.1083,1,0.0009
600369.SH,20250930,0.11,0.2277,1.0699,0.3991,11,0.0214
002741.SZ,20250930,0.1944,0.3913,1.0128,0.1155,5,0.0119
920344.BJ,20250930,-0.12,-0.0625,-0.4791,-0.0448,2,0.0025
300103.SZ,20250930,-0.0803,-0.0413,-0.4854,0.0434,2,0.0013
600707.SH,20250930,0.106,0.0537,-0.4936,-0.034,2,0.0014
002625.SZ,20250930,0.28,0.5825,1.0805,0.2865,6,0.0328
605028.SH,20250930,0.73,1.3596,0.8625,-0.0953,6,0.0798
688118.SH,20250930,-0.479,-0.2501,-0.4778,-0.1922,2,0.0033
603033.SH,20250930,-0.111,-0.0497,-0.5521,-0.1171,5,0.0003
920368.BJ,20250930,0.41,0.2219,-0.4587,-0.5537,5,0.0073
300832.SZ,20250930,1.5334,2.1479,0.4008,-0.01,10,0.1193
300921.SZ,20250930,0.12,0.2485,1.0709,-0.0873,5,0.017
600603.SH,20250930,0.27,0.1783,-0.3395,-0.1924,2,0.0118
920086.BJ,20250930,1.07,1.4537,0.3586,0.1045,5,0.0252
600858.SH,20250930,0.1694,0.1677,-0.01,0.0214,7,0.0068
300979.SZ,20250930,2.09,4.2106,1.0146,0.0354,6,0.0023
688281.SH,20250930,0.89,0.5743,-0.3547,0.1081,12,0.0027
600372.SH,20250930,0.2045,0.2218,0.0844,-0.0116,15,0.0088
600590.SH,20250930,0.0575,0.1196,1.0807,0.0634,7,0.0078
600226.SH,20250930,0.06,0.0914,0.5234,0.4092,5,0.0061
300690.SZ,20250930,0.87,1.4404,0.6556,0.159,1,0.0662
300592.SZ,20250930,0.1268,0.0691,-0.4552,0.116,1,0.0005
300161.SZ,20250930,-0.2994,-0.1896,-0.3669,-0.2117,6,0.0072
603917.SH,20250930,0.1209,0.2439,1.0172,0.1711,7,0.0021
002333.SZ,20250930,0.0652,0.1329,1.0389,-0.0431,9,0.0005
000823.SZ,20250930,0.3319,0.6765,1.0381,0.1361,2,0.0046
300286.SZ,20250930,0.82,1.7161,1.0928,0.0102,21,0.0269
300131.SZ,20250930,0.02,0.0242,0.2122,0.0125,6,0.0001
002074.SZ,20250930,1.4,2.8217,1.0155,0.2018,1,0.1564
300712.SZ,20250930,0.2014,0.1552,-0.2294,-0.1338,7,0.0083
600186.SH,20250930,0.1409,0.2909,1.0645,0.2546,1,0.0038
688678.SH,20250930,0.12,0.0838,-0.302,0.5497,2,0.0004
300137.SZ,20250930,0.01,0.0055,-0.4478,0.0522,3,0.0002
600436.SH,20250930,3.53,2.837,-0.1963,-0.0725,7,0.0979
000785.SZ,20250930,0.06,0.0375,-0.3758,-0.0314,30,0.0007
920101.BJ,20250930,1.28,0.9118,-0.2876,-0.0378,3,0.0906
002878.SZ,20250930,0.03,0.0137,-0.544,0.2491,4,0.0002
002747.SZ,20250930,0.0334,0.0667,0.9969,0.1451,20,0.0014
002631.SZ,20250930,-0.0889,-0.0427,-0.5199,-0.2908,6,0.0023
000779.SZ,20250930,0.3393,0.1936,-0.4293,0.0536,6,0.0064
002247.SZ,20250930,0.0496,0.1003,1.0217,-0.0639,5,0.0084
605255.SH,20250930,0.13,0.2381,0.8313,-0.0054,8,0.0099
688698.SH,20250930,1.06,2.2105,1.0854,0.1341,1,0.0007
002401.SZ,20250930,0.0357,0.0159,-0.5534,-0.0018,3,0.0003
920781.BJ,20250930,-0.09,-0.0475,-0.4726,-0.4841,7,0.0004
301439.SZ,20250930,0.37,0.2639,-0.2868,0.1487,13,0.0179
002982.SZ,20250930,0.11,0.1259,0.1447,0.0746,5,0.0034
688128.SH,20250930,0.94,1.1049,0.1754,0.0951,2,0.1272
605222.SH,20250930,0.54,1.0864,1.0119,-0.0246,1,0.0056
003012.SZ,20250930,0.3016,0.6276,1.0809,0.0078,30,0.0079
002296.SZ,20250930,0.4172,0.4015,-0.0377,0.2101,9,0.026
300375.SZ,20250930,0.0615,0.0547,-0.1101,0.1132,2,0.0022
601022.SH,20250930,0.41,0.5682,0.386,0.2177,1,0.0025
301327.SZ,20250930,0.82,1.7011,1.0746,0.3343,5,0.0514
002149.SZ,20250930,0.1419,0.274,0.9307,0.0051,1,0.0023
002890.SZ,20250930,0.07,0.0349,-0.5018,-0.0432,10,0.0004
002900.SZ,20250930,-0.66,-0.3623,-0.4511,-0.3437,23,0.0085
300586.SZ,20250930,-0.0523,-0.0302,-0.4218,-0.021,7,0.0004
001373.SZ,20250930,-0.2661,-0.1204,-0.5475,-0.1779,3,0.0079
600996.SH,20250930,-0.66,-0.4081,-0.3816,-0.247,12,0.007
600630.SH,20250930,0.07,0.0532,-0.2396,0.0583,5,0.0002
301042.SZ,20250930,0.2175,0.1311,-0.3971,-0.4215,2,0.0045
301320.SZ,20250930,0.1,0.0593,-0.4069,0.204,16,0.0013
300143.SZ,20250930,0.1168,0.2291,0.9619,0.0943,8,0.0209
603408.SH,20250930,0.79,1.1347,0.4363,-0.0214,7,0.0467
001201.SZ,20250930,0.04,0.0169,-0.5772,0.5294,5,0.001
603189.SH,20250930,0.02,0.018,-0.0988,-0.288,2,0.0001
600780.SH,20250930,0.4245,0.3331,-0.2153,-0.0296,1,0.0051
688607.SH,20250930,0.0,0.0,-0.4316,0.1703,3,0.0
002093.SZ,20250930,0.1975,0.3968,1.0089,0.0178,8,0.0041
002452.SZ,20250930,0.3268,0.6584,1.0146,0.0215,2,0.0109
002295.SZ,20250930,0.06,0.0321,-0.4654,0.3555,7,0.0008
600844.SH,20250930,-0.0874,-0.0456,-0.4788,0.1761,15,0.0022
688176.SH,20250930,-0.44,-0.2403,-0.4538,0.5799,1,0.003
600530.SH,20250930,0.002,0.0011,-0.426,-0.0324,5,0.0
603286.SH,20250930,-0.16,-0.0861,-0.4622,0.1251,4,0.0007
002742.SZ,20250930,-0.4115,-0.1843,-0.5522,-0.2293,4,0.0219
600980.SH,20250930,0.4436,0.8822,0.9886,0.153,4,0.0145
688700.SH,20250930,0.29,0.5651,0.9487,0.3029,11,0.0622
301638.SZ,20250930,0.06,0.0349,-0.4187,0.2979,3,0.0031
600688.SH,20250930,-0.041,-0.0203,-0.5048,-0.1228,8,0.0007
002588.SZ,20250930,0.7076,1.439,1.0337,0.1109,4,0.0619
920627.BJ,20250930,0.16,0.0755,-0.5284,-0.0617,15,0.0027
603382.SH,20250930,0.62,0.4514,-0.272,-0.1586,3,0.0122
002612.SZ,20250930,2.2346,4.613,1.0643,0.0038,2,0.3554
600784.SH,20250930,0.24,0.4767,0.9862,-0.0461,2,0.0171
603028.SH,20250930,0.005,0.0026,-0.4705,0.5453,13,0.0002
603707.SH,20250930,0.27,0.1852,-0.3142,-0.0759,3,0.0029
603863.SH,20250930,-0.42,-0.2201,-0.476,-0.3819,5,0.0071
688577.SH,20250930,0.28,0.5515,0.9697,0.0914,21,0.0218
300315.SZ,20250930,0.03,0.0443,0.4767,-0.1822,3,0.0031
300398.SZ,20250930,0.53,1.0848,1.0469,0.0661,2,0.0474
300062.SZ,20250930,0.01,0.0048,-0.5213,-0.0445,1,0.0005
000002.SZ,20250930,-2.3578,-1.1282,-0.5215,-0.2583,3,0.0164
000008.SZ,20250930,-0.0321,-0.0187,-0.4184,0.066,14,0.001
600839.SH,20250930,0.2183,0.4473,1.049,0.0699,13,0.0049
300913.SZ,20250930,0.44,0.8507,0.9334,0.0794,3,0.0057
000625.SZ,20250930,0.31,0.6216,1.0051,0.0039,4,0.0091
601888.SH,20250930,1.4752,1.5152,0.0271,-0.0453,7,0.0094
603169.SH,20250930,0.0086,0.0038,-0.5532,0.2725,2,0.0002
600570.SH,20250930,0.24,0.4953,1.0636,-0.2014,6,0.0252
688126.SH,20250930,-0.23,-0.1087,-0.5275,0.0614,11,0.0
920029.BJ,20250930,4.42,6.4556,0.4605,0.1072,2,0.0379
603009.SH,20250930,0.2737,0.543,0.9841,0.1703,4,0.0132
002988.SZ,20250930,0.5773,1.243,1.1531,0.1513,4,0.0326
600579.SH,20250930,-0.06,-0.0283,-0.5286,-0.8841,7,0.0015
301308.SZ,20250930,1.71,1.6458,-0.0376,0.2619,4,0.0459
300276.SZ,20250930,0.027,0.0558,1.0653,-0.2333,1,0.002
600058.SH,20250930,0.06,0.0314,-0.4762,-0.2262,2,0.0011
000969.SZ,20250930,0.2702,0.5427,1.0085,-0.0255,2,0.0062
605289.SH,20250930,0.19,0.3861,1.0321,0.6657,6,0.0307
002985.SZ,20250930,0.38,0.2447,-0.3559,0.333,1,0.0001
300204.SZ,20250930,-0.06,-0.0304,-0.4928,-0.3518,4,0.0004
688255.SH,20250930,0.12,0.0635,-0.4708,0.0841,3,0.0017
002451.SZ,20250930,0.016,0.0116,-0.2768,0.266,1,0.0002
603363.SH,20250930,0.16,0.082,-0.4872,-0.0624,1,0.0064
920471.BJ,20250930,-0.07,-0.0352,-0.4974,-0.2284,5,0.0007
920576.BJ,20250930,0.2062,0.1149,-0.4426,-0.1335,4,0.0082
605266.SH,20250930,0.65,1.0379,0.5968,-0.0125,1,0.073
688576.SH,20250930,0.96,1.9271,1.0074,0.1572,2,0.0019
600650.SH,20250930,0.1653,0.3444,1.0834,-0.0808,12,0.0021
003035.SZ,20250930,0.0904,0.1812,1.0047,0.1794,6,0.0026
002112.SZ,20250930,0.15,0.0793,-0.4713,-0.1598,5,0.0066
003022.SZ,20250930,0.17,0.3374,0.9847,-0.078,6,0.0283
600791.SH,20250930,-0.59,-0.334,-0.434,-0.4828,3,0.0005
600975.SH,20250930,-0.01,-0.0049,-0.5067,-0.0474,6,0.0
603195.SH,20250930,1.65,0.854,-0.4824,-0.0752,20,0.0044
300423.SZ,20250930,0.013,0.0169,0.3034,-0.3957,13,0.0009
688282.SH,20250930,-0.03,-0.0175,-0.4164,1.0373,1,0.0002
000016.SZ,20250930,-0.4076,-0.2198,-0.4608,-0.045,16,0.0132
002911.SZ,20250930,0.32,0.4349,0.359,0.0954,13,0.0297
920087.BJ,20250930,-0.0977,-0.0599,-0.3869,-0.0783,16,0.004
300234.SZ,20250930,0.0409,0.0786,0.9227,-0.3639,3,0.0002
002373.SZ,20250930,0.12,0.2374,0.9782,-0.0392,2,0.0016
300183.SZ,20250930,-0.0236,-0.0124,-0.4762,-0.1546,4,0.0001
603578.SH,20250930,-0.21,-0.1073,-0.489,0.5781,5,0.0035
688018.SH,20250930,2.428,3.6485,0.5027,0.3158,6,0.0285
603195.SH,20250930,1.65,0.8792,-0.4672,-0.059,15,0.1082
603639.SH,20250930,0.61,1.2483,1.0464,0.0522,3,0.0081
603097.SH,20250930,0.4457,0.5138,0.1529,0.3541,10,0.0366
603307.SH,20250930,1.27,1.1632,-0.0841,0.0529,3,0.0294
300463.SZ,20250930,0.0606,0.0281,-0.5358,-0.1591,9,0.0009
300433.SZ,20250930,0.57,0.5492,-0.0366,0.1843,3,0.0239
002970.SZ,20250930,1.55,3.1637,1.0411,-0.1127,4,0.018
601311.SH,20250930,0.53,0.6669,0.2583,0.0431,1,0.0071
002324.SZ,20250930,0.2963,0.5869,0.9809,0.2035,9,0.0239
600410.SH,20250930,0.33,0.6652,1.0157,0.0777,1,0.019
600023.SH,20250930,0.46,0.9191,0.9979,-0.125,3,0.0354
002195.SZ,20250930,0.0321,0.0186,-0.421,-0.006,1,0.0014
688101.SH,20250930,0.9,1.7631,0.959,0.1192,4,0.1739
600985.SH,20250930,0.4,0.1972,-0.5069,-0.451,1,0.0216
603261.SH,20250930,-0.57,-0.2709,-0.5247,-0.0855,3,0.0057
601869.SH,20250930,0.62,1.2403,1.0005,0.1737,11,0.0845
301359.SZ,20250930,0.2465,0.2342,-0.0497,0.0867,7,0.0002
300086.SZ,20250930,-0.2123,-0.1135,-0.4654,-0.0994,12,0.0037
601880.SH,20250930,0.0545,0.0574,0.0527,0.0553,5,0.0031
605122.SH,20250930,-0.21,-0.1129,-0.4622,-0.2444,11,0.0077
002385.SZ,20250930,0.06,0.0742,0.2364,0.0188,9,0.0007
605011.SH,20250930,0.36,0.2757,-0.2341,-0.0825,6,0.0241
600101.SH,20250930,0.325,0.6849,1.1073,0.1668,4,0.033
300870.SZ,20250930,2.13,2.251,0.0568,0.3198,16,0.1143
688578.SH,20250930,3.59,7.2537,1.0205,0.4447,1,0.0763
300230.SZ,20250930,0.1997,0.3325,0.6648,0.0933,14,0.005
000825.SZ,20250930,0.1,0.2053,1.0531,-0.0801,2,0.001
605180.SH,20250930,0.14,0.1274,-0.0902,0.0349,14,0.0046
600323.SH,20250930,1.97,3.6639,0.8599,0.0988,6,0.0299
001965.SZ,20250930,0.5723,1.125,0.9658,-0.0742,9,0.0378
301199.SZ,20250930,0.5272,1.0804,1.0494,-0.0329,1,0.0548
688710.SH,20250930,-0.1,-0.0508,-0.4921,-0.3425,2,0.003
920418.BJ,20250930,0.73,0.4459,-0.3892,0.0477,4,0.0404
300869.SZ,20250930,0.0234,0.0454,0.94,-0.0033,11,0.004
000988.SZ,20250930,1.32,2.6158,0.9817,0.1911,1,0.094
603182.SH,20250930,0.5,0.5642,0.1283,-0.1139,16,0.0142
688295.SH,20250930,0.07,0.0999,0.4276,0.3682,5,0.0016
603757.SH,20250930,0.85,0.9006,0.0595,0.081,5,0.0051
301039.SZ,20250930,0.33,0.4031,0.2216,-0.0894,1,0.0446
002617.SZ,20250930,0.1305,0.2724,1.0874,0.0171,5,0.0291
300768.SZ,20250930,0.15,0.1098,-0.2679,0.0668,3,0.002
000582.SZ,20250930,0.34,0.5343,0.5715,0.11,9,0.0115
002950.SZ,20250930,0.5519,1.0751,0.948,0.0494,9,0.0023
002836.SZ,20250930,0.1803,0.3598,0.9957,0.258,2,0.0018
601566.SH,20250930,0.54,1.1417,1.1142,-0.1091,1,0.0037
002873.SZ,20250930,0.0663,0.0641,-0.0325,-0.1534,5,0.0023
300860.SZ,20250930,0.05,0.0712,0.4239,-0.4879,5,0.0003
300363.SZ,20250930,0.15,0.1324,-0.1173,0.1647,1,0.0027
688775.SH,20250930,2.1,1.8175,-0.1345,0.6851,4,0.1224
920943.BJ,20250930,0.49,0.3338,-0.3188,0.0077,2,0.0104
002813.SZ,20250930,-0.5793,-0.3342,-0.423,0.3066,1,0.0161
002232.SZ,20250930,-0.0688,-0.0362,-0.4743,-0.0164,4,0.0007
600511.SH,20250930,1.9778,1.3995,-0.2924,-0.0,8,0.0574
688591.SH,20250930,0.59,1.1924,1.021,0.3119,7,0.091
300812.SZ,20250930,0.25,0.4445,0.7781,0.1579,2,0.0138
600610.SH,20250930,0.0421,0.088,1.09,-0.0988,10,0.0046
603569.SH,20250930,0.08,0.0594,-0.2577,0.1901,2,0.0014
002159.SZ,20250930,0.78,1.4091,0.8066,-0.0835,3,0.0586
688669.SH,20250930,0.0475,0.0961,1.0232,-0.0373,8,0.0038
000665.SZ,20250930,-0.34,-0.1642,-0.517,-0.1591,1,0.0006
300772.SZ,20250930,0.3203,0.1712,-0.4656,0.3516,1,0.0071
300255.SZ,20250930,-0.05,-0.0224,-0.5522,-0.1175,3,0.0007
603688.SH,20250930,0.25,0.1543,-0.3829,-0.2075,2,0.0006
301018.SZ,20250930,0.56,0.8033,0.4345,0.2315,4,0.0212
001301.SZ,20250930,2.73,5.2718,0.9311,0.5165,2,0.215
300464.SZ,20250930,0.0059,0.0031,-0.4745,-0.0726,10,0.0002
603194.SH,20250930,1.71,2.3875,0.3962,0.0665,1,0.208
688378.SH,20250930,0.13,0.075,-0.4231,-0.1689,3,0.0038
300444.SZ,20250930,0.1566,0.2544,0.6246,0.2948,10,0.0102
600796.SH,20250930,0.17,0.3428,1.0164,-0.0684,6,0.0098
301128.SZ,20250930,1.1207,2.0239,0.806,0.8093,8,0.1885
688231.SH,20250930,0.29,0.34,0.1726,0.2915,2,0.0083
603029.SH,20250930,0.43,0.9019,1.0974,0.3746,15,0.054
603310.SH,20250930,0.31,0.1707,-0.4493,-0.165,5,0.0135
300006.SZ,20250930,-0.0435,-0.0255,-0.4147,-0.0675,4,0.0005
300962.SZ,20250930,0.3402,0.6711,0.9727,0.0358,6,0.0728
000802.SZ,20250930,-0.4265,-0.2458,-0.4238,1.5164,17,0.0295
301223.SZ,20250930,0.69,1.3478,0.9534,0.156,5,0.0308
301318.SZ,20250930,0.64,1.3274,1.0741,0.1512,2,0.0266
603816.SH,20250930,1.89,3.5477,0.8771,0.1038,10,0.0658
300842.SZ,20250930,0.21,0.1028,-0.5104,0.1018,3,0.0062
603377.SH,20250930,-0.14,-0.0686,-0.5098,-0.186,3,0.0005
600262.SH,20250930,1.07,1.8208,0.7017,0.3241,7,0.1419
301188.SZ,20250930,0.22,0.4396,0.998,-0.131,5,0.032
601128.SH,20250930,1.01,2.0271,1.007,0.0923,1,0.1877
603489.SH,20250930,0.28,0.5768,1.06,-0.0083,12,0.0094
600847.SH,20250930,-0.22,-0.1255,-0.4297,0.023,2,0.0109
601778.SH,20250930,0.1,0.1994,0.9938,-0.1828,5,0.0105
301035.SZ,20250930,3.2,6.3469,0.9834,0.1256,1,0.3342
603518.SH,20250930,0.33,0.2462,-0.2539,-0.0021,4,0.015
002674.SZ,20250930,0.1341,0.074,-0.4481,-0.0045,6,0.0015
600754.SH,20250930,0.7,0.6183,-0.1167,-0.0552,4,0.0337
603719.SH,20250930,-0.31,-0.1626,-0.4754,-0.2625,6,0.0028
600048.SH,20250930,0.16,0.1449,-0.0944,-0.0633,8,0.0018
002971.SZ,20250930,0.27,0.3866,0.4319,-0.0177,8,0.0245
002952.SZ,20250930,0.077,0.0495,-0.3566,0.3088,4,0.0009
301296.SZ,20250930,0.16,0.2052,0.2827,0.6099,2,0.0067
002405.SZ,20250930,-0.3033,-0.1313,-0.5671,0.1432,2,0.0075
002791.SZ,20250930,0.05,0.1005,1.0109,-0.1053,11,0.001
603538.SH,20250930,0.43,0.9106,1.1177,0.1837,5,0.0511
688380.SH,20250930,0.38,0.7672,1.0189,0.1773,30,0.0322
600556.SH,20250930,0.0197,0.0409,1.0761,-0.1025,2,0.0016
600998.SH,20250930,0.39,0.5961,0.5284,0.0219,1,0.0401
300513.SZ,20250930,-0.2743,-0.1582,-0.4234,-0.1793,5,0.0116
920533.BJ,20250930,0.16,0.0803,-0.4984,-0.0979,1,0.0124
603236.SH,20250930,2.8,5.696,1.0343,0.3873,9,0.0108
000813.SZ,20250930,-0.0288,-0.0146,-0.4936,-0.2338,6,0.0003
300949.SZ,20250930,-0.48,-0.2826,-0.4114,-0.1277,10,0.0203
300118.SZ,20250930,-0.8321,-0.4757,-0.4284,-0.2663,30,0.0027
001277.SZ,20250930,0.9913,0.6652,-0.329,-0.1264,1,0.0056
600106.SH,20250930,0.15,0.1526,0.0172,0.0379,8,0.0165
002384.SZ,20250930,0.7,1.4631,1.0902,0.0305,1,0.0568
688100.SH,20250930,0.97,1.8734,0.9314,0.0879,2,0.2459
000637.SZ,20250930,-0.18,-0.0985,-0.4526,-0.2395,2,0.0005
002166.SZ,20250930,0.1,0.0885,-0.1148,0.0808,3,0.0082
600359.SH,20250930,0.03,0.0168,-0.4415,-0.2033,7,0.0001
688638.SH,20250930,-1.89,-0.9777,-0.4827,0.2092,11,0.0118
301186.SZ,20250930,1.39,1.5645,0.1256,0.086,3,0.0142
600926.SH,20250930,2.31,3.4822,0.5075,0.0176,1,0.0538
300810.SZ,20250930,-0.6599,-0.3308,-0.4986,-0.0034,3,0.0013
300957.SZ,20250930,0.64,0.4246,-0.3366,-0.1497,4,0.0251
688078.SH,20250930,-0.18,-0.0953,-0.4704,-0.419,17,0.0044
600830.SH,20250930,0.158,0.3274,1.0719,0.3085,10,0.0093
300679.SZ,20250930,0.88,0.7714,-0.1234,0.1669,5,0.0026
300634.SZ,20250930,0.44,0.2737,-0.3779,0.0522,2,0.0066
301098.SZ,20250930,-0.52,-0.2486,-0.5219,-0.1775,2,0.0113
300164.SZ,20250930,0.0955,0.1592,0.6671,0.0123,5,0.0186
600846.SH,20250930,0.27,0.5528,1.0474,-0.2305,2,0.0228
002381.SZ,20250930,0.13,0.0779,-0.4011,0.031,15,0.0092
300686.SZ,20250930,-0.2507,-0.1492,-0.4049,0.0733,2,0.0056
688573.SH,20250930,-1.65,-0.9935,-0.3979,-0.4711,12,0.0095
600463.SH,20250930,-0.2122,-0.1028,-0.5156,-0.0177,1,0.0037
603406.SH,20250930,0.89,1.7786,0.9985,-0.0753,5,0.0013
300115.SZ,20250930,0.34,0.4316,0.2694,0.0995,2,0.0101
688283.SH,20250930,0.22,0.3054,0.3884,0.3194,4,0.008
300965.SZ,20250930,0.4289,0.8417,0.9625,0.2633,3,0.0525
688103.SH,20250930,0.58,1.1434,0.9713,0.7136,10,0.0199
600512.SH,20250930,0.1,0.1342,0.3422,0.0824,3,0.0042
300811.SZ,20250930,1.0221,2.0873,1.0422,0.0595,6,0.0449
301098.SZ,20250930,-0.52,-0.2773,-0.4667,-0.1199,8,0.017
002822.SZ,20250930,-0.69,-0.3967,-0.4251,-0.7251,5,0.0036
000848.SZ,20250930,0.37,0.2734,-0.261,-0.1131,6,0.0023
000049.SZ,20250930,0.5866,1.1922,1.0323,0.0875,3,0.0168
920924.BJ,20250930,0.13,0.1854,0.4265,0.0673,1,0.0091
688403.SH,20250930,0.15,0.3018,1.012,0.184,4,0.0227
000949.SZ,20250930,0.0804,0.1496,0.8605,0.0466,2,0.0031
688070.SH,20250930,-0.23,-0.133,-0.4217,0.5662,9,0.0136
920058.BJ,20250930,0.86,0.6556,-0.2377,0.5297,2,0.0085
300148.SZ,20250930,0.07,0.1395,0.9933,0.237,9,0.007
688147.SH,20250930,0.55,1.0829,0.9689,0.114,2,0.0563
600561.SH,20250930,-0.04,-0.0222,-0.4445,-0.09,11,0.0031
301552.SZ,20250930,1.29,0.909,-0.2953,0.1126,12,0.0029
000795.SZ,20250930,0.183,0.3733,1.0399,-0.0031,13,0.0131
003027.SZ,20250930,0.47,0.934,0.9872,0.3608,8,0.0066
002496.SZ,20250930,-0.0021,-0.001,-0.5246,0.4015,5,0.0
600115.SH,20250930,0.09,0.0492,-0.4536,0.0357,3,0.0005
600336.SH,20250930,-0.0114,-0.0062,-0.4573,-0.1036,12,0.0002
002802.SZ,20250930,0.17,0.3478,1.0457,-0.1213,8,0.0352
300558.SZ,20250930,0.76,0.6749,-0.1119,0.1138,6,0.0119
688455.SH,20250930,-0.37,-0.1803,-0.5128,0.1491,24,0.0056
603917.SH,20250930,0.1209,0.255,1.1091,0.1611,8,0.0072
300661.SZ,20250930,0.5564,1.1335,1.0371,0.1276,2,0.043
688297.SH,20250930,0.05,0.0634,0.2672,3.1985,5,0.0045
301043.SZ,20250930,0.91,0.6753,-0.2579,-0.031,6,0.008
603100.SH,20250930,0.9,0.9516,0.0574,-0.1086,13,0.042
300040.SZ,20250930,0.0706,0.1246,0.7645,0.0225,3,0.0029
600973.SH,20250930,0.043,0.0838,0.9499,0.0667,1,0.0019
301237.SZ,20250930,-0.2935,-0.164,-0.4411,0.2182,3,0.0072
301067.SZ,20250930,-0.01,-0.0059,-0.4136,-0.1381,7,0.0004
600616.SH,20250930,-0.01,-0.006,-0.4031,-0.0516,7,0.0003
001234.SZ,20250930,0.3157,0.4,0.2672,-0.049,9,0.0177
688350.SH,20250930,0.29,0.4146,0.4297,-0.0804,1,0.0083
603068.SH,20250930,0.06,0.0312,-0.48,0.0957,11,0.0017
300396.SZ,20250930,-0.32,-0.1997,-0.376,-0.5783,8,0.0017
002981.SZ,20250930,0.732,1.4779,1.019,0.1582,3,0.1309
603986.SH,20250930,1.64,2.1472,0.3092,0.2244,4,0.0183
300159.SZ,20250930,-0.1613,-0.0691,-0.5717,-0.1339,2,0.0021
600256.SH,20250930,0.1554,0.1924,0.2383,-0.2089,3,0.0105
688345.SH,20250930,0.49,0.9873,1.0149,0.6305,3,0.0825
688657.SH,20250930,0.64,1.2163,0.9004,0.1255,4,0.0565
301177.SZ,20250930,0.26,0.4962,0.9086,0.0619,6,0.0151
688133.SH,20250930,0.07,0.1426,1.0373,-0.1244,2,0.0108
601608.SH,20250930,0.0622,0.1229,0.9761,0.006,3,0.001
301361.SZ,20250930,0.6072,1.2715,1.094,0.2896,2,0.0035
600703.SH,20250930,0.02,0.013,-0.3522,0.1928,8,0.0005
600159.SH,20250930,-0.013,-0.0075,-0.4212,-0.1373,4,0.0003
603600.SH,20250930,0.58,1.1384,0.9628,0.102,4,0.0206
688017.SH,20250930,0.5112,0.9876,0.932,0.449,14,0.0165
603007.SH,20250930,-0.04,-0.023,-0.4253,1.6998,13,0.0007
601766.SH,20250930,0.35,0.337,-0.0372,0.1513,2,0.0301
002646.SZ,20250930,0.0458,0.0269,-0.4123,-0.1747,6,0.0007
300774.SZ,20250930,0.2591,0.1999,-0.2283,0.1174,3,0.004
002693.SZ,20250930,-0.0061,-0.0026,-0.5718,0.3689,3,0.0
300827.SZ,20250930,0.62,1.1789,0.9014,0.1798,6,0.1034
920856.BJ,20250930,0.19,0.3786,0.9925,0.1098,3,0.0389
600176.SH,20250930,0.6415,1.3413,1.0908,0.2013,14,0.0389
600348.SH,20250930,0.31,0.1749,-0.4359,-0.0746,2,0.0154
002300.SZ,20250930,0.1177,0.2481,1.108,-0.0773,18,0.0009
920703.BJ,20250930,0.52,0.3395,-0.347,-0.2937,8,0.006
000989.SZ,20250930,0.1791,0.1449,-0.191,-0.2108,1,0.0027
605319.SH,20250930,0.91,1.8314,1.0125,0.1745,14,0.0831
